"Year","Clave","CVE_ENT","Entidad","CVE_MUN","Municipio","CODGEO","Indicador","Ponderador","Valor"
2015,"019","07","Chiapas","036","La Grandeza","07036","Porcentaje de población en pobreza extrema","7,137","30.29"
2010,"019","07","Chiapas","041","La Independencia","07041","Porcentaje de población en pobreza extrema","30,211","54.82"
2015,"019","07","Chiapas","041","La Independencia","07041","Porcentaje de población en pobreza extrema","32,747","42.93"
2010,"019","07","Chiapas","050","La Libertad","07050","Porcentaje de población en pobreza extrema","5,431","15.57"
2015,"019","07","Chiapas","050","La Libertad","07050","Porcentaje de población en pobreza extrema","4,966","17.96"
2010,"019","07","Chiapas","099","La Trinitaria","07099","Porcentaje de población en pobreza extrema","57,141","45.52"
2015,"019","07","Chiapas","099","La Trinitaria","07099","Porcentaje de población en pobreza extrema","63,643","36.65"
2010,"019","07","Chiapas","049","Larráinzar","07049","Porcentaje de población en pobreza extrema","19,240","73.09"
2015,"019","07","Chiapas","049","Larráinzar","07049","Porcentaje de población en pobreza extrema","24,170","52.49"
2010,"019","07","Chiapas","052","Las Margaritas","07052","Porcentaje de población en pobreza extrema","117,248","60.88"
2015,"019","07","Chiapas","052","Las Margaritas","07052","Porcentaje de población en pobreza extrema","76,741","51.10"
2010,"019","07","Chiapas","075","Las Rosas","07075","Porcentaje de población en pobreza extrema","29,615","40.52"
2015,"019","07","Chiapas","075","Las Rosas","07075","Porcentaje de población en pobreza extrema","23,878","46.31"
2010,"019","07","Chiapas","051","Mapastepec","07051","Porcentaje de población en pobreza extrema","49,802","26.45"
2015,"019","07","Chiapas","051","Mapastepec","07051","Porcentaje de población en pobreza extrema","60,433","21.56"
2010,"019","07","Chiapas","115","Maravilla Tenejapa","07115","Porcentaje de población en pobreza extrema","9,708","61.23"
2015,"019","07","Chiapas","115","Maravilla Tenejapa","07115","Porcentaje de población en pobreza extrema","13,089","53.39"
2010,"019","07","Chiapas","116","Marqués de Comillas","07116","Porcentaje de población en pobreza extrema","10,582","48.25"
2015,"019","07","Chiapas","116","Marqués de Comillas","07116","Porcentaje de población en pobreza extrema","12,939","37.95"
2010,"019","07","Chiapas","053","Mazapa de Madero","07053","Porcentaje de población en pobreza extrema","7,949","32.96"
2015,"019","07","Chiapas","053","Mazapa de Madero","07053","Porcentaje de población en pobreza extrema","7,855","20.37"
2010,"019","07","Chiapas","054","Mazatán","07054","Porcentaje de población en pobreza extrema","37,514","25.17"
2015,"019","07","Chiapas","054","Mazatán","07054","Porcentaje de población en pobreza extrema","37,882","25.36"
2010,"019","07","Chiapas","055","Metapa","07055","Porcentaje de población en pobreza extrema","4,915","28.41"
2015,"019","07","Chiapas","055","Metapa","07055","Porcentaje de población en pobreza extrema","5,797","23.19"
2010,"019","07","Chiapas","056","Mitontic","07056","Porcentaje de población en pobreza extrema","11,144","70.47"
2015,"019","07","Chiapas","056","Mitontic","07056","Porcentaje de población en pobreza extrema","12,046","61.76"
2010,"019","07","Chiapas","117","Montecristo de Guerrero","07117","Porcentaje de población en pobreza extrema","8,200","40.23"
2015,"019","07","Chiapas","117","Montecristo de Guerrero","07117","Porcentaje de población en pobreza extrema","7,761","37.48"
2010,"019","07","Chiapas","057","Motozintla","07057","Porcentaje de población en pobreza extrema","63,581","36.75"
2015,"019","07","Chiapas","057","Motozintla","07057","Porcentaje de población en pobreza extrema","42,817","26.02"
2010,"019","07","Chiapas","058","Nicolás Ruíz","07058","Porcentaje de población en pobreza extrema","4,200","79.23"
2015,"019","07","Chiapas","058","Nicolás Ruíz","07058","Porcentaje de población en pobreza extrema","4,311","75.01"
2010,"019","07","Chiapas","059","Ocosingo","07059","Porcentaje de población en pobreza extrema","167,406","59.19"
2015,"019","07","Chiapas","059","Ocosingo","07059","Porcentaje de población en pobreza extrema","149,833","50.67"
2010,"019","07","Chiapas","060","Ocotepec","07060","Porcentaje de población en pobreza extrema","11,862","66.33"
2015,"019","07","Chiapas","060","Ocotepec","07060","Porcentaje de población en pobreza extrema","7,086","60.14"
2010,"019","07","Chiapas","061","Ocozocoautla de Espinosa","07061","Porcentaje de población en pobreza extrema","84,747","34.87"
2015,"019","07","Chiapas","061","Ocozocoautla de Espinosa","07061","Porcentaje de población en pobreza extrema","84,432","30.09"
2010,"019","07","Chiapas","062","Ostuacán","07062","Porcentaje de población en pobreza extrema","18,340","24.86"
2015,"019","07","Chiapas","062","Ostuacán","07062","Porcentaje de población en pobreza extrema","26,801","17.36"
2010,"019","07","Chiapas","063","Osumacinta","07063","Porcentaje de población en pobreza extrema","3,777","26.96"
2015,"019","07","Chiapas","063","Osumacinta","07063","Porcentaje de población en pobreza extrema","3,724","24.85"
2010,"019","07","Chiapas","064","Oxchuc","07064","Porcentaje de población en pobreza extrema","38,500","62.18"
2015,"019","07","Chiapas","064","Oxchuc","07064","Porcentaje de población en pobreza extrema","27,538","75.74"
2010,"019","07","Chiapas","065","Palenque","07065","Porcentaje de población en pobreza extrema","121,227","44.04"
2015,"019","07","Chiapas","065","Palenque","07065","Porcentaje de población en pobreza extrema","126,000","33.50"
2010,"019","07","Chiapas","066","Pantelhó","07066","Porcentaje de población en pobreza extrema","20,127","73.98"
2015,"019","07","Chiapas","066","Pantelhó","07066","Porcentaje de población en pobreza extrema","22,264","72.38"
2010,"019","07","Chiapas","067","Pantepec","07067","Porcentaje de población en pobreza extrema","10,829","49.50"
2015,"019","07","Chiapas","067","Pantepec","07067","Porcentaje de población en pobreza extrema","8,268","45.78"
2010,"019","07","Chiapas","068","Pichucalco","07068","Porcentaje de población en pobreza extrema","36,872","14.83"
2015,"019","07","Chiapas","068","Pichucalco","07068","Porcentaje de población en pobreza extrema","40,936","14.71"
2010,"019","07","Chiapas","069","Pijijiapan","07069","Porcentaje de población en pobreza extrema","69,467","26.64"
2015,"019","07","Chiapas","069","Pijijiapan","07069","Porcentaje de población en pobreza extrema","74,507","21.67"
2010,"019","07","Chiapas","072","Pueblo Nuevo Solistahuacán","07072","Porcentaje de población en pobreza extrema","29,767","62.33"
2015,"019","07","Chiapas","072","Pueblo Nuevo Solistahuacán","07072","Porcentaje de población en pobreza extrema","19,233","50.89"
2010,"019","07","Chiapas","073","Rayón","07073","Porcentaje de población en pobreza extrema","8,698","53.64"
2015,"019","07","Chiapas","073","Rayón","07073","Porcentaje de población en pobreza extrema","9,689","41.77"
2010,"019","07","Chiapas","074","Reforma","07074","Porcentaje de población en pobreza extrema","46,586","16.92"
2015,"019","07","Chiapas","074","Reforma","07074","Porcentaje de población en pobreza extrema","56,114","10.78"
2010,"019","07","Chiapas","076","Sabanilla","07076","Porcentaje de población en pobreza extrema","25,338","69.33"
2015,"019","07","Chiapas","076","Sabanilla","07076","Porcentaje de población en pobreza extrema","27,236","67.48"
2010,"019","07","Chiapas","077","Salto de Agua","07077","Porcentaje de población en pobreza extrema","47,902","58.66"
2015,"019","07","Chiapas","077","Salto de Agua","07077","Porcentaje de población en pobreza extrema","43,409","52.42"
2010,"019","07","Chiapas","118","San Andrés Duraznal","07118","Porcentaje de población en pobreza extrema","4,535","55.39"
2015,"019","07","Chiapas","118","San Andrés Duraznal","07118","Porcentaje de población en pobreza extrema","5,224","63.29"
2010,"019","07","Chiapas","078","San Cristóbal de las Casas","07078","Porcentaje de población en pobreza extrema","191,228","27.55"
2015,"019","07","Chiapas","078","San Cristóbal de las Casas","07078","Porcentaje de población en pobreza extrema","206,839","16.81"
2010,"019","07","Chiapas","079","San Fernando","07079","Porcentaje de población en pobreza extrema","39,584","32.43"
2015,"019","07","Chiapas","079","San Fernando","07079","Porcentaje de población en pobreza extrema","43,486","19.06"
2010,"019","07","Chiapas","112","San Juan Cancuc","07112","Porcentaje de población en pobreza extrema","28,706","90.51"
2015,"019","07","Chiapas","112","San Juan Cancuc","07112","Porcentaje de población en pobreza extrema","35,238","77.67"
2010,"019","07","Chiapas","110","San Lucas","07110","Porcentaje de población en pobreza extrema","7,364","58.80"
2015,"019","07","Chiapas","110","San Lucas","07110","Porcentaje de población en pobreza extrema","7,287","58.58"
2010,"019","07","Chiapas","119","Santiago el Pinar","07119","Porcentaje de población en pobreza extrema","3,104","71.83"
2015,"019","07","Chiapas","119","Santiago el Pinar","07119","Porcentaje de población en pobreza extrema","3,727","54.72"
2010,"019","07","Chiapas","080","Siltepec","07080","Porcentaje de población en pobreza extrema","24,469","46.26"
2015,"019","07","Chiapas","080","Siltepec","07080","Porcentaje de población en pobreza extrema","15,527","29.98"
2010,"019","07","Chiapas","081","Simojovel","07081","Porcentaje de población en pobreza extrema","41,455","71.35"
2015,"019","07","Chiapas","081","Simojovel","07081","Porcentaje de población en pobreza extrema","44,776","69.01"
2010,"019","07","Chiapas","082","Sitalá","07082","Porcentaje de población en pobreza extrema","11,963","77.94"
2015,"019","07","Chiapas","082","Sitalá","07082","Porcentaje de población en pobreza extrema","13,998","66.21"
2010,"019","07","Chiapas","083","Socoltenango","07083","Porcentaje de población en pobreza extrema","14,796","44.52"
2015,"019","07","Chiapas","083","Socoltenango","07083","Porcentaje de población en pobreza extrema","21,222","27.62"
2010,"019","07","Chiapas","084","Solosuchiapa","07084","Porcentaje de población en pobreza extrema","8,718","24.00"
2015,"019","07","Chiapas","084","Solosuchiapa","07084","Porcentaje de población en pobreza extrema","8,176","34.97"
2010,"019","07","Chiapas","085","Soyaló","07085","Porcentaje de población en pobreza extrema","12,336","48.02"
2015,"019","07","Chiapas","085","Soyaló","07085","Porcentaje de población en pobreza extrema","7,352","37.67"
2010,"019","07","Chiapas","086","Suchiapa","07086","Porcentaje de población en pobreza extrema","19,633","35.35"
2015,"019","07","Chiapas","086","Suchiapa","07086","Porcentaje de población en pobreza extrema","26,389","21.93"
2010,"019","07","Chiapas","087","Suchiate","07087","Porcentaje de población en pobreza extrema","37,454","35.32"
2015,"019","07","Chiapas","087","Suchiate","07087","Porcentaje de población en pobreza extrema","53,113","22.74"
2010,"019","07","Chiapas","088","Sunuapa","07088","Porcentaje de población en pobreza extrema","2,210","33.51"
2015,"019","07","Chiapas","088","Sunuapa","07088","Porcentaje de población en pobreza extrema","2,310","21.67"
2010,"019","07","Chiapas","089","Tapachula","07089","Porcentaje de población en pobreza extrema","345,300","22.02"
2015,"019","07","Chiapas","089","Tapachula","07089","Porcentaje de población en pobreza extrema","403,754","12.03"
2010,"019","07","Chiapas","090","Tapalapa","07090","Porcentaje de población en pobreza extrema","4,095","43.57"
2015,"019","07","Chiapas","090","Tapalapa","07090","Porcentaje de población en pobreza extrema","3,883","41.02"
2010,"019","07","Chiapas","091","Tapilula","07091","Porcentaje de población en pobreza extrema","11,595","34.11"
2015,"019","07","Chiapas","091","Tapilula","07091","Porcentaje de población en pobreza extrema","13,755","15.50"
